name	gender	meaning
Ignace	French form of IGNATIUS.	0
Ignacij	Slovene form of IGNATIUS.	0
Ignacio	Spanish form of IGNATIUS.	0
Ignacja	Polish feminine form of IGNATIUS.	1
Ignacy	Polish form of IGNATIUS.	0
Ignas	Lithuanian form of IGNATIUS.	0
Ignasi	Catalan form of IGNATIUS.	0
Ignatius	From the Roman family name Egnatius, meaning unknown, of Etruscan origin. The spelling was later altered to resemble Latin ignis "fire". This was the name of several saints, including the third bishop of Antioch who was thrown to wild beasts by emperor Trajan, and by Saint Ignatius of Loyola (1491-1556), founder of the Jesuits, whose real birth name was in fact Íñigo.	0
Ignatiy	Russian form of IGNATIUS.	0
Ignatz	German form of IGNATIUS.	0
Ignazio	Italian form of IGNATIUS.	0
Igon	Means "ascension" in Basque.	0
Igone	Feminine form of IGON. It is a Basque equivalent of Ascensión.	1
Igor	Russian form of Yngvarr (see INGVAR). The Varangians brought it to Russia in the 10th century. It was borne by two Grand Princes of Kiev. Famous bearers include Igor Stravinsky (1882-1971), a Russian composer whose most famous work is 'The Rite of Spring', and Igor Sikorsky (1889-1972), the Russian-American designer of the first successful helicopter.	0
Igraine	Meaning unknown, from Igerna, the Latinized form of Welsh Eigyr. In Arthurian legend she is the mother of King Arthur by Uther Pendragon and the mother of Morgan le Fay by Gorlois. The Welsh form Eigyr or Eigr was rendered into Latin as Igerna by the 12th-century chronicler Geoffrey of Monmouth.	1
Ihab	Means "gift" in Arabic.	0
Ihintza	Means "dew" in Basque. It is a Basque equivalent of Rocío.	1
Ihsan	Means "charity" in Arabic.	0
Iida	Finnish form of IDA.	1
Iikka	Finnish diminutive of ISAAC.	0
Iina	Short form of names ending with iina.	1
Iines	Finnish form of AGNES.	1
Iiris	Finnish form of IRIS.	1
Iiro	Finnish diminutive of ISAAC.	0
Iisakki	Finnish form of ISAAC.	0
Ijsbrand	Derived from the Germanic elements is "ice, iron" and brand "sword".	0
Ikaia	Hawaiian form of ISAIAH.	0
Ikaika	Means "strong" in Hawaiian.	0
Ike	Diminutive of ISAAC. This was the nickname of the American president Dwight D. Eisenhower (1890-1969), based on the initial sound of his surname.	0
Ikenna	Means "father's power" in Igbo.	0
Iker	Means "visitation" in Basque. It is a Basque equivalent of Visitación.	0
Ikraam	Variant transcription of IKRAM.	0
Ikram	Means "honour" in Arabic.	0
Il-Seong	From Sino-Korean 日 (il) meaning "sun, day" and 成 (seong) meaning "completed, finished, succeeded". Other hanja character combinations are possible. A notable bearer was Kim Il-sung (1912-1994), the first leader of North Korea.	0
Ila	Means "earth" or "speech" in Sanskrit.	1
Ilan	Means "tree" in Hebrew.	0
Ilana	Feminine form of ILAN.	1
Ilanit	Feminine form of ILAN.	1
Ilar	Welsh form of HILARIUS.	0
Ilari	Russian and Finnish form of HILARIUS.	0
Ilaria	Italian feminine form of HILARIUS.	1
Ilario	Italian form of HILARIUS.	0
Ilarion	Bulgarian and Macedonian form of HILARION.	0
Ilbert	From an English surname which was derived from the Germanic given name HILDEBERT.	0
Ilda	Italian form of HILDA.	1
Ildefonso	Spanish form of the Visigothic name Hildefons, which meant "battle ready", derived from the Germanic elements hild "battle" and funs "ready". This was the name of a 7th-century saint, an archbishop of Toledo.	0
Ildi	Hungarian diminutive of ILDIKÓ.	1
Ildikó	Possibly a form of HILDA. This name was borne by the last wife of Attila the Hun.	1
Ildó	Hungarian diminutive of ILDIKÓ.	1
Ile	Macedonian diminutive of ILIJA.	0
Ilean	Variant of EILEEN.	1
Ileana	Possibly a Romanian variant of HELEN. In Romanian folklore this is the name of a princess kidnapped by monsters and rescued by a heroic knight.	1
Ileen	Variant of EILEEN.	1
Ilene	Variant of EILEEN, probably inspired by the spelling of Irene.	1
Ilham	Means "inspiration" in Arabic.	0
Ili	Hungarian diminutive of ILONA.	1
Ilia	Georgian form of ELIJAH. It is also a variant transcription of Russian ILYA or Bulgarian ILIYA.	0
Iliana	Feminine form of ILIAS (Greek) or ILIYA (Bulgarian).	1
Ilias	Modern Greek transcription of ELIAS.	0
Ilie	Romanian form of ELIAS.	0
Ilija	Macedonian, Serbian and Croatian form of ELIJAH, and a Bulgarian variant transcription of ILIYA.	0
Ilike	Hungarian diminutive of ILONA.	1
Ilina	Feminine form of ILIYA.	1
Ilinca	Romanian diminutive of ELENA.	1
Ilinka	Feminine form of ILIJA.	1
Ilithyia	From the Greek Ειλειθυια (Eileithyia), which was derived from ειληλυθυια (eilelythyia) "the readycomer". This was the name of the Greek goddess of childbirth and midwifery.	1
Iliya	Bulgarian form of ELIJAH.	0
Iliyana	Feminine form of ILIYA.	1
Ilka	Hungarian diminutive of ILONA.	1
Illarion	Russian form of HILARION.	0
Illés	Hungarian form of ELIAS.	0
Illiam	Manx form of WILLIAM.	0
Illtyd	Means "multitude of land" from Welsh il "multitude" and tud "land, people". This was the name of a 6th-century Welsh saint who founded the abbey of Llanilltud in Glamorgan.	0
Ilma	Means "air" in Finnish.	1
Ilmari	Short form of ILMARINEN.	0
Ilmarinen	Derived from Finnish ilma "air". Ilmarinen is an immortal smith in Finnish mythology, the creator of the sky and the magic mill known as the Sampo. He is one of the main characters in the Finnish epic the 'Kalevala'.	0
Ilmatar	Derived from Finnish ilma "air". In Finnish mythology Ilmatar was a semi-androgynous goddess of the heavens. She was the mother of Ilmarinen, Väinämöinen and Lemminkäinen.	1
Ilona	Meaning uncertain, possibly a Hungarian form of HELEN.	1
Ilonka	Hungarian diminutive of ILONA.	1
Ilsa	Variant of ILSE.	1
Ilse	German and Dutch diminutive of ELISABETH.	1
Ilta	Means "evening" in Finnish.	1
Ilya	Russian form of ELIJAH.	0
Ilyas	Arabic form of ELIJAH.	0
Ima	Variant of EMMA.	1
Imaculada	Portuguese cognate of INMACULADA.	1
Imad	Means "support" or "pillar" in Arabic.	0
Imam	Means "leader" in Arabic.	0
Imamu	Means "spiritual leader" in Swahili, ultimately from Arabic إمام (Imam).	0
Iman	Means "faith", derived from Arabic امن (amuna) "to be faithful".	0
Imani	Means "faith" in Swahili, ultimately of Arabic origin.	0
Imanol	Basque form of EMMANUEL.	0
Ime	Means "patience" in Ibibio.	0
Imeda	Derived from Georgian იმედი (imedi) meaning "hope".	0
Imelda	Italian and Spanish form of IRMHILD. The Blessed Imelda was a young 14th-century nun from Bologna.	1
Imen	Variant transcription of IMAN.	0
Imhotep	Means "he comes in peace" in Egyptian. This was the name of the architect, priest, physician and chief minister to the pharaoh Djoser. Imhotep apparently designed the step pyramid at Saqqara, near Memphis.	0
Imke	Diminutive of IMMA.	1
Imma	Low German form of IRMA.	1
Immacolata	Italian cognate of INMACULADA.	1
Immaculata	Latin form of INMACULADA.	1
Immanuel	Form of EMMANUEL used in most translations of the Old Testament. Immanuel Kant (1724-1804) was a German philosopher who held that duty was of highest importance.	0
Imogen	The name of a princess in the play 'Cymbeline' (1609) by Shakespeare. He based her on a legendary character named Innogen, but the name was printed incorrectly and never corrected. The name Innogen is probably derived from Gaelic inghean meaning "maiden".	1
Imogene	Variant of IMOGEN.	1
Impi	Means "maiden, virgin" in Finnish.	1
Imram	Variant of IMRAN.	0
Imran	Arabic form of AMRAM. It is the name Muslims traditionally assign to the father of the Virgin Mary (analogous to the Christian Joachim).	0
Imre	Hungarian form of EMMERICH. This was the name of an 11th-century Hungarian saint, the son of Saint Istvan. He is also known as Emeric.	0
Imrich	Slovak form of EMMERICH.	0
Imriška	Slovak feminine form of EMMERICH.	1
Imrus	Diminutive of IMRE.	0
Imtiyaz	Means "distinction" in Arabic.	0
In'am	Means "giving, bestowal" in Arabic.	1
Iñaki	Basque form of IGNATIUS.	0
Ina	Short form of names ending with ina.	1
Inácio	Portuguese form of IGNATIUS.	0
Inanna	Possibly derived from Sumerian (n)in-an-na "lady of the heavens". Inanna was the Sumerian goddess of the earth, love, fertility and war. She descended into the underworld where the ruler of that place, her sister Ereshkigal, had her killed. The god Enki interceded, and Inanna was allowed to leave the underworld as long as her husband Dumuzi took her place.	1
Inas	Means "friendliness" in Arabic.	1
Inbal	Means "tongue of a bell" in Hebrew.	1
Inbar	Means "amber" in Hebrew.	1
Indah	Means "beautiful" in Indonesian.	1
Inderjit	Punjabi form of INDRAJIT.	0
Inderpal	Means "protector of Indra" from the name of the god INDRA combined with Sanskrit पाल (pala) "protector".	0
India	From the name of the country, which is itself derived from the name of the Indus River. The river's name is ultimately from Sanskrit सिन्धु (Sindhu) meaning "body of trembling water, river".	1
Indiana	From the name of the American state, which means "land of the Indians". This is the name of the hero in the 'Indiana Jones' series of movies, starring Harrison Ford.	0
Indigo	From the English word indigo for the purplish-blue dye or the colour. It is ultimately derived from Greek Ινδικον (Indikon) "Indic, from India".	0
Indira	Means "beauty" in Sanskrit. This is another name of Lakshmi, the wife of the Hindu god Vishnu. A notable bearer was India's first female prime minister, Indira Gandhi (1917-1984).	1
Indra	Means "possessing drops of rain" from Sanskrit इन्दु (indu) "a drop" and र (ra) "possessing". Indra is the name of the ancient Hindu warrior god of the sky and rain. He is the chief god in the Hindu text the Rigveda.	0
Indrajit	Means "conqueror of Indra" from the name of the god INDRA combined with Sanskrit जित (jit) "conquering". In Hindu legend this is another name of Meghanada, the son of Ravana, the king of Sri Lanka. He was given this name by Brahma after he defeated Indra.	0
Indrani	Means "queen of INDRA" in Sanskrit. This is a Hindu goddess of jealousy and beauty, a wife of Indra.	1
Indriði	Icelandic form of EINDRIDE.	0
Indu	Means "bright drop" in Sanskrit. This is a name for the moon.	1
Indy	Diminutive of INDIANA. This is the nickname of the hero of the 'Indiana Jones' movies, starring Harrison Ford.	0
Inés	Spanish form of AGNES.	1
Inès	French form of INÉS.	1
Inês	Portuguese form of AGNES.	1
Ines	Italian, Slovene and Croatian form of INÉS.	1
Inez	English form of INÉS.	1
Ing	From the Germanic *Ingwaz, possibly meaning "ancestor". This was the name of an obscure old Germanic fertility god who was considered the ancestor of the tribe the Ingaevones. It is possible he was an earlier incarnation of the god Freyr.	0
Inga	Strictly feminine form of INGE.	1
Inge	Short form of Scandinavian and German names beginning with the element ing, which refers to the Germanic god ING. In Sweden and Norway this is primarily a masculine name, elsewhere it is usually feminine.	0
Ingebjørg	Norwegian and Danish variant of INGEBORG.	1
Ingeborg	From the Old Norse name Ingibjörg, which was derived from the name of the Germanic god ING combined with björg meaning "help, save, rescue".	1
Ingeburg	German form of INGEBORG.	1
Ingegärd	Swedish form of INGEGERD.	1
Ingegerd	From the Old Norse name Ingigerðr, which was derived from the name of the Germanic god ING combined with garðr meaning "enclosure".	1
Ingemar	From the Old Norse name Ingimárr, derived from the name of the Germanic god ING combined with mærr "famous".	0
Inger	Variant of INGRID or INGEGERD.	1
Ingi	Old Norse form of INGE.	0
Ingibjörg	Old Norse form of INGEBORG.	1
Ingigerðr	Old Norse form of INGEGERD.	1
Ingimárr	Old Norse form of INGEMAR.	0
Ingmar	Variant of INGEMAR. This name was borne by the Swedish film director Ingmar Bergman (1918-2007).	0
Ingo	German masculine form of INGE.	0
Ingólfr	Old Norse form of INGOLF.	0
Ingolf	From the Old Norse name Ingólfr, which was derived from the name of the Germanic god ING combined with úlfr meaning "wolf".	0
Ingomar	German form of INGEMAR.	0
Ingram	From an English surname which was derived from the Norman French given name ENGUERRAND.	0
Ingríðr	Old Norse form of INGRID.	1
Ingrid	From the Old Norse name Ingríðr meaning "Ing is beautiful", derived from the name of the Germanic god ING combined with fríðr "beautiful". A famous bearer was the Swedish actress Ingrid Bergman (1915-1982).	1
Ingulf	Germanic cognate of INGÓLFR.	0
Ingvar	From the Old Norse name Yngvarr, which was derived from the name of the Germanic god YNGVI combined with arr meaning "warrior".	0
Ingvild	From the Old Norse name Yngvildr, derived from the name of the Norse god YNGVI combined with hildr "battle".	1
Ingvildr	Variant of YNGVILDR.	1
Inigo	English form of ÍÑIGO. It became well-known in Britain due to the 17th-century English architect Inigo Jones. He was named after his father, a Catholic who was named for Saint Ignatius of Loyola.	0
Inka	Frisian and Finnish feminine form of INGE, and a German variant.	1
Inkar	Means "desire, passion" in Kazakh.	1
Inkeri	Finnish form of INGRID.	1
Inmaculada	Means "immaculate" in Spanish. This name is given to commemorate the Immaculate Conception of the Virgin Mary.	1
Inna	Meaning unknown, perhaps originally a short form of names ending in ина (ina).	1
Innes	Anglicized form of AONGHUS, also used as a feminine name.	0
Innocent	From the Late Latin name Innocentius which was derived from innocens "innocent". This was the name of several early saints. It was also borne by 13 popes including Innocent III, a politically powerful ruler and organizer of the Fourth Crusade.	0
Innocentius	Latin form of INNOCENT.	0
Innocenzo	Italian form of Innocentius (see INNOCENT).	0
Innokenti	Variant transcription of INNOKENTIY.	0
Innokentiy	Russian form of Innocentius (see INNOCENT).	0
Innokenty	Variant transcription of INNOKENTIY.	0
Inocencio	Spanish form of Innocentius (see INNOCENT).	0
Intan	Means "diamond" in Indonesian.	1
Into	Means "enthusiasm" in Finnish.	0
Inzhu	Means "pearl" in Kazakh.	1
Io	Meaning unknown. In Greek mythology Io was a princess loved by Zeus, who changed her into a heifer in order to hide her from Hera. A moon of Jupiter bears this name in her honour.	1
Ioab	Greek and Latin form of JOAB.	0
Ioachim	Latin form of IOAKEIM.	0
Ioakeim	Greek form of JOACHIM, found in the apocryphal Gospel of James.	0
Ioan	Romanian and Welsh form of JOHN. This is also a variant transcription of the Bulgarian name YOAN.	0
Ioana	Romanian feminine form of JOHN. This is also a variant transcription of the Bulgarian name YOANA.	1
Ioane	Older Georgian form of JOHN.	0
Ioann	Older Russian form of JOHN.	0
Ioanna	Greek form of JOANNA.	1
Ioannes	Biblical Greek form of Yochanan (see JOHN).	0
Ioannis	Modern Greek transcription of Ioannes (see JOHN).	0
Ioannu	Old Slavic form of Ioannes (see JOHN).	0
Iob	Form of JOB used in the Greek and Latin Old Testament.	0
Iodocus	Latinized form of Judoc (see JOYCE).	0
Ioel	Form of JOEL used in the Greek Old Testament.	0
Iohanna	Latin form of Ioanna (see JOANNA).	1
Iohannes	Latin form of Ioannes (see JOHN).	0
Iohel	Form of JOEL used in the Latin Old Testament.	0
Iokua	Hawaiian form of JOSHUA.	0
Iolana	Means "to soar" in Hawaiian.	1
Iolanda	Italian, Portuguese and Romanian form of YOLANDA.	1
Iole	Means "violet" in Greek. In Greek mythology she was a woman beloved by Herakles.	1
Iolo	Diminutive of IORWERTH.	0
Iolyn	Diminutive of IORWERTH.	0
Iomhar	Scottish form of IVOR.	0
Ion  (1)	Basque and Romanian form of JOHN.	0
Ion  (2)	From the name of the Greek tribe the Ionians, of unknown etymology. In Greek mythology he was the son of Creusa and Apollo.	0
Iona  (1)	From the name of the island off Scotland where Saint Columba founded a monastery. The name of the island is Old Norse in origin, and apparently derives simply from ey meaning "island".	1
Iona  (2)	Form of JONAH used in the Latin Old Testament, as well as the Russian and Georgian form.	0
Ionas	Form of JONAH used in the Greek Bible. It is also the form used in the Latin New Testament.	0
Ionathan	Form of JONATHAN and JEHONATHAN used in the Greek and Latin Old Testament.	0
Ione	From Greek ιον (ion) meaning "violet flower". This was the name of a sea nymph in Greek mythology. It has been used as a given name in the English-speaking world since the 19th century, though perhaps based on the Greek place name Ionia, a region on the west coast of Asia Minor.	1
Ionel	Romanian diminutive of JOHN.	0
Ionela	Romanian feminine form of JOHN.	1
Ionuț	Romanian diminutive of JOHN.	0
Ioram	Form of JORAM used in the Greek and Latin Old Testament.	0
Iordan	Variant transcription of YORDAN.	0
Iorwerth	Means "handsome lord" from Welsh ior "lord" and berth "handsome". This name is used in the Mabinogion, a collection of tales from Welsh myth, where it belongs to a son of Maredudd. This name is sometimes used as a Welsh form of EDWARD.	0
Iosaphat	Form of JEHOSHAPHAT used in the Greek and Latin Old Testament.	0
Ioseb	Georgian form of JOSEPH.	0
Ioseph	Form of JOSEPH used in the Greek and Latin Bible.	0
Iosephus	Latin form of JOSEPH.	0
Ioses	Greek form of JOSES.	0
Iosias	Form of JOSIAH used in the Greek and Latin Old Testament.	0
Iosif	Russian, Romanian and Greek form of JOSEPH.	0
Iosue	Latin form of JOSHUA.	0
Iou	Greek form of JEHU.	0
Ioubal	Form of JUBAL used in the Greek Old Testament.	0
Ioudas	Greek form of JUDAH.	0
Ioudith	Greek form of JUDITH.	1
Iounia	Form of JUNIA used in the Greek New Testament.	1
Iovianus	Older form of JOVIAN.	0
Iovis	Older form of JOVE.	0
Iovita	Latin masculine and feminine form of JOVITA.	0
Ipati	Variant transcription of IPATIY.	0
Ipatiy	Russian form of the Greek name ‘Υπατος (Hypatos), the masculine form of HYPATIA.	0
Iphigeneia	Derived from Greek ιφιος (iphios) "strong, stout" and γενης (genes) "born". In Greek myth Iphigenia was the daughter of king Agamemnon. When her father offended Artemis it was divined that the only way to appease the goddess was to sacrifice Iphigenia. Just as Agamemnon was about to sacrifice his daughter she was magically transported to the city of Taurus.In Christian tradition this was also the name of a legendary early saint, the daughter of an Ethiopian King Egippus.	1
Iphigenia	Latinized form of IPHIGENEIA.	1
Ippolit	Russian form of HIPPOLYTOS.	0
Iqbal	Means "fortunate" in Arabic. Allama Muhammad Iqbal (1877-1938) was a poet, philosopher, and scholar from Pakistan.	0
Ira  (1)	Means "watchful" in Hebrew. In the Old Testament this is the name of King David's priest. As an English Christian given name, Ira began to be used after the Protestant Reformation. In the 17th century the Puritans brought it to America, where remained moderately common into the 20th century.	0
Ira  (2)	Short form of IRINA.	1
Irakli	Georgian form of HERAKLES.	0
Irakliy	Russian form of Herakleios (see HERACLIUS).	0
Irati	Means "fern field" in Basque.	1
Irén	Hungarian form of IRENE.	1
Irena	Latinate form of IRENE.	1
Irenaeus	Latinized form of the Greek name Ειρηναιος (Eirenaios) which meant "peaceful". Saint Irenaeus was an early bishop of Lyons for whom the Greek island of Santorini is named.	0
Irene	From Greek Ειρηνη (Eirene), derived from a word meaning "peace". This was the name of the Greek goddess who personified peace, one of the ‘Ωραι (Horai). It was also borne by several early Christian saints. The name was common in the Byzantine Empire, notably being borne by an 8th-century empress, who was the first woman to lead the empire. She originally served as regent for her son, but later had him killed and ruled alone.This name has traditionally been more popular among Eastern Christians. In the English-speaking world it was not regularly used until the 19th century.	1
Ireneus	Variant of IRENAEUS.	0
Ireneusz	Polish form of IRENAEUS.	0
Irenka	Polish and Czech diminutive of IRENA.	1
Irfan	Means "knowledge, awareness, learning" in Arabic.	0
Iria	Possibly a Portuguese and Galician form of IRENE. This was the name of a 7th-century saint (also known as Irene) from Tomar in Portugal.	1
Irina	Cognate of IRENE.	1
Irine	Georgian form of IRENE.	1
Irinei	Variant transcription of IRINEY.	0
Iriney	Russian form of IRENAEUS.	0
Irinushka	Russian diminutive of IRINA.	1
Iris	Means "rainbow" in Greek. Iris was the name of the Greek goddess of the rainbow. This name can also be given in reference to the word (which derives from the same Greek source) for the name of the iris flower or the coloured part of the eye.	1
Irit	Means "asphodel" in Hebrew (an asphodel is a type of flower).	1
Irja	Possibly a Finnish diminutive of IRINA.	1
Irma	German short form of names beginning with the Germanic element ermen, which meant "whole, universal". It is thus related to EMMA. It began to be regularly used in the English-speaking world in the 19th century.	1
Irmhild	Derived from the Germanic elements ermen "whole, universal" and hild "battle".	1
Irmingard	Derived from the Germanic elements ermen meaning "whole, universal" and gard meaning "enclosure".	1
Irmuska	Hungarian diminutive of IRMA.	1
Iro	Modern Greek form of HERO  (1).	1
Irune	Variant of HIRUNE.	1
Irvine	Variant of IRVING.	0
Irving	From a Scottish surname which was in turn derived from a Scottish place name meaning "green water". Historically this name has been relatively common among Jews, who have used it as an American-sounding form of Hebrew names beginning with I such as Isaac, Israel and Isaiah. A famous bearer was the Russian-American songwriter and lyricist Irving Berlin (1888-1989), whose birth name was Israel Beilin.	0
Iryna	Ukrainian form of IRENE.	1
Isa  (1)	Arabic form of JESUS.	0
Isa  (3)	Short form of Germanic names beginning with the element is "ice, iron".	0
Isaac	From the Hebrew name יִצְחָק (Yitzchaq) meaning "he will laugh, he will rejoice", derived from צָחַק (tzachaq) meaning "to laugh". The Old Testament explains this meaning, by recounting that Abraham laughed when God told him that his aged wife Sarah would become pregnant with Isaac (see Genesis 17:17). When Issac was a boy, God tested Abraham's faith by ordering him to sacrifice his son, though an angel prevented the act at the last moment. Isaac went on to become the father of Esau and Jacob.As an English Christian name, Isaac was occasionally used during the Middle Ages, though it was more common among Jews. It became more widespread after the Protestant Reformation. Famous bearers include the physicist and mathematician Sir Isaac Newton (1643-1727) and the science-fiction writer Isaac Asimov (1920-1992).	0
Isaak	Russian and German form of ISAAC, as well as the form used in the Greek Old Testament.	0
Isabèl	Occitan form of ISABEL.	1
Isabel	Medieval Occitan form of ELIZABETH. It spread throughout Spain, Portugal and France, becoming common among the royalty by the 12th century. It grew popular in England in the 13th century after Isabella of Angoulême married the English king John, and it was subsequently bolstered when Isabella of France married Edward II the following century.This is the usual form of the name Elizabeth in Spain and Portugal, though elsewhere it is considered a parallel name, such as in France where it is used alongside Élisabeth. The name was borne by two Spanish ruling queens, including Isabel of Castile, who sponsored the explorations of Christopher Columbus.	1
Isabela	Latinate form of ISABEL.	1
Isabell	German variant of ISABEL.	1
Isabella	Latinate form of ISABEL. This name was borne by many medieval royals, including queen consorts of England, France, Portugal, the Holy Roman Empire and Hungary, as well as the powerful ruling queen Isabella of Castile (properly called Isabel).	1
Isabelle	French form of ISABEL.	1
Isaiah	From the Hebrew name יְשַׁעְיָהוּ (Yesha'yahu) meaning "YAHWEH is salvation". Isaiah is a major prophet of the Old Testament, supposedly the author of the Book of Isaiah. He was from Jerusalem and probably lived in the 8th century BC. As an English Christian name, Isaiah was first used after the Protestant Reformation.	0
Isaias	Late Latin form of ISAIAH used in some versions of the Bible.	0
Isaija	Serbian and Macedonian form of ISAIAH.	0
Isak	Swedish form of ISAAC.	0
Isamu	From Japanese 勇 (isamu) meaning "brave" or other kanji having the same pronunciation.	0
Isaura	Late Latin name which meant "from Isauria". Isauria was the name of a region in Asia Minor.	1
Isaurus	Masculine form of ISAURA. This was the name of an early saint who was martyred in Macedon.	0
Isay	Russian form of ISAIAH.	0
Isbel	Variant of ISABEL.	1
Iscah	From the Hebrew name יִסְכָּה (Yiskah) which meant "to behold". In the Old Testament this is the name of Abraham's niece, mentioned only briefly. This is the basis of the English name Jessica.	1
Iseabail	Scottish form of ISABEL.	1
Isebella	Variant of ISABELLA.	1
Iser	Yiddish form of ISRAEL.	0
Iset	Reconstructed Egyptian form of ISIS.	1
Iseul	Means "dew" in Korean.	0
Iseult	Medieval variant of ISOLDE.	1
Iseut	Medieval form of ISOLDE.	1
Isha	Means "master, lord" in Sanskrit. This is the name of one of the Upanishads, which are parts of Hindu scripture.	0
Ishbel	Anglicized form of ISEABAIL.	1
Ishmael	From the Hebrew name יִשְׁמָעֵאל (Yishma'el) meaning "God will hear". In the Old Testament this is the name of a son of Abraham. He is the traditional ancestor of the Arab people. Also in the Old Testament, it is borne by a man who assassinates Gedaliah the governor of Judah. The author Herman Melville later used this name for the narrator in his novel 'Moby-Dick' (1851).	0
Ishmerai	Means "YAHWEH guards" in Hebrew. This name is mentioned briefly in the Old Testament.	0
Ishtar	Meaning unknown. Ishtar was the Babylonian and Assyrian mother goddess who presided over love, war and fertility. She was called Ashtoreth by the Phoenicians, and she was also identified with the Sumerian goddess Inanna.	1
Ishvi	Means "he resembles me" in Hebrew. This was the name of a son of Asher in the Old Testament.	0
Isi	Means "deer" in Choctaw.	0
Isibéal	Irish form of ISABEL.	1
Isidor	German, Russian and Macedonian form of ISIDORE.	0
Isidora	Feminine form of ISIDORE. This was the name of a 4th-century Egyptian saint and hermitess.	1
Isidore	From the Greek name Ισιδωρος (Isidoros) which meant "gift of Isis", derived from the name of the Egyptian goddess ISIS combined with Greek δωρον (doron) "gift". Saint Isidore of Seville was a 6th-century archbishop, historian and theologian.Though it has never been popular in the English-speaking world among Christians, it has historically been a common name for Jews, who have used it as an Americanized form of names such as Isaac, Israel and Isaiah.	0
Isidoros	Original Greek form of ISIDORE.	0
Isidorus	Latin form of ISIDOROS.	0
Isingoma	Means "first of twins" in Luganda.	0
Iskandar	Arabic and Indonesian form of ALEXANDER.	0
Iskra	From a South Slavic word meaning "spark".	1
Isla	Variant of ISLAY, typically used as a feminine name.	1
Islambek	Derived from Islam, the name of the religion (ultimately from Arabic إسلام), combined with the Turkish military title beg meaning "chieftain, master".	0
Islay	From the name of the island of Islay, which lies off of the west coast of Scotland.	0
Islwyn	From the name of a mountain in Wales which means "below the grove" from Welsh is "below" and llwyn "grove".	0
Ismahel	Form of ISHMAEL used in the Latin Old Testament.	0
Ismail	Uyghur form of ISHMAEL. It is also a variant transcription of Arabic ISMA'IL.	0
Ismene	Possibly from Greek ισμη (isme) "knowledge". This was the name of the daughter of Oedipus and Jocasta in Greek legend.	1
Ismo	Finnish form of ISHMAEL.	0
Isobel	Scottish form of ISABEL.	1
Isocrates	Latinized form of the Greek name Ισοκρατης (Isokrates) which meant "equal power", derived from ισος (isos) "equal" and κρατος (kratos) "power". This was the name of a 4th-century BC Athenian orator.	0
Isokrates	Greek form of ISOCRATES.	0
Isolda	Latinate form of ISOLDE.	1
Isolde	The origins of this name are uncertain, though some Celtic roots have been suggested. It is possible that the name is ultimately Germanic, perhaps from a hypothetic name like Ishild, composed of the elements is "ice, iron" and hild "battle".In Arthurian legend she was an Irish princess betrothed to King Mark of Cornwall. She became the lover of his knight Tristan, which led to their tragic deaths. The story was popular during the Middle Ages and the name became relatively common in England at that time. It was rare by the 19th century, though some interest was generated by Richard Wagner's opera 'Tristan und Isolde' (1865).	1
Israel	From the Hebrew name יִשְׂרָאֵל (Yisra'el) meaning "God contended". In the Old Testament Israel (who was formerly named Jacob; see Genesis 32:28) wrestles with an angel. The ancient and modern states of Israel took their names from him.	0
Israfil	Meaning unknown. In Islamic tradition this is the name of the angel who will blow the trumpet that signals the coming of Judgement Day.	0
Israhel	Form of ISRAEL used in the Latin Old Testament.	0
Issachar	Means "hireling" in Hebrew. In the Old Testament this is the name of one of the twelve sons of Jacob and the founder of one of the twelve tribes of Israel.	0
Issur	Yiddish form of ISRAEL.	0
Issy	Diminutive of ISIDORE, ISABELLA and other names beginning with Is.	0
István	Hungarian form of STEPHEN. This is the name of the patron saint of Hungary.	0
Itai	Hebrew form of ITHAI.	0
Italus	Means "of Italy" in Latin. In Roman legend Italus was the father of Romulus and Remus, the founders of Rome. He supposedly gave his name to the region known as Italia or Italy (in fact the region may have gotten its name from Oscan Víteliú meaning "land of bulls").	0
Itamar	Hebrew form of ITHAMAR.	0
Iðunn	Probably derived from Old Norse ið "again" and unna "to love". In Norse mythology Iðunn was the goddess of spring and immortality whose responsibility it was to guard the gods' apples of youth.	1
Ithai	From a Hebrew name spelled variously אִתַּי ('Ittay) or אִיתַי ('Itay) meaning "with me". In the Old Testament this is the name of one of King David's mighty men.	0
Ithamar	From the Hebrew name אִיתָמָר ('Itamar) meaning "palm island". This is the name of a son of Aaron in the Old Testament.	0
Ithel	Means "generous lord" from the Welsh elements udd "lord, prince" and hael "generous".	0
Ithiel	Means "God is with me" in Hebrew. This was the name of a minor character in the Old Testament.	0
Itri	Means "star" in Tamazight.	0
Itsasne	Variant of ITSASO.	1
Itsaso	Means "ocean" in Basque.	1
Itsuki	From Japanese 樹 (itsuki) meaning "tree", using the kanji's nanori reading. Other kanji or kanji combinations can also form this name.	0
Ittai	Variant of ITHAI.	0
Itumeleng	Means "joy" in Tswana.	0
Itxaro	Means "hope" in Basque.	1
Itxaso	Diminutive of ITSASO.	1
Itzal	Means "shadow" in Basque.	0
Itzhak	Variant transcription of YITZHAK.	0
Itziar	From the name of a Basque village which contains an important shrine to the Virgin Mary, possibly meaning "old stone".	1
Iucunda	Latin form of GIOCONDA.	1
Iudas	Latin form of JUDAH.	0
Iudicael	Old Breton form of JUDICAËL.	0
Iudith	Latin form of JUDITH.	1
